mmcif_id,chain_or_interface_id,metrics,value
8DVM_1,poly:A||poly:B,DockQ,0.254
8DVM_1,global,tm_score,0.89358
8DVR_1,poly:A||poly:B,DockQ,0.591
8DVR_1,global,tm_score,0.936
8DVS_1,poly:A||poly:B,DockQ,0.599
8DVS_1,global,tm_score,0.95305
8DYP_1,poly:A||poly:B,DockQ,0.011
8DYP_1,global,tm_score,0.53987
8E0O_1,poly:A||poly:B,DockQ,0.649
8E0O_1,global,tm_score,0.96373
8E1E_1,poly:A||poly:B,DockQ,0.674
8E1E_1,global,tm_score,0.94603
8E23_1,poly:A||poly:B,DockQ,0.555
8E23_1,global,tm_score,0.92839
8E29_1,poly:A||poly:B,DockQ,0.181
8E29_1,global,tm_score,0.93092
8E2A_1,poly:A||poly:B,DockQ,0.273
8E2A_1,global,tm_score,0.72729
8E5D_1,poly:A||poly:B,DockQ,0.057
8E5D_1,global,tm_score,0.77601
8ECP_1,poly:A||poly:B,DockQ,0.774
8ECP_1,global,tm_score,0.90664
8EDI_1,poly:A||poly:B,DockQ,0.016
8EDI_1,global,tm_score,0.46766
8EI4_1,poly:A||poly:B,DockQ,0.132
8EI4_1,global,tm_score,0.67102
8ER5_1,poly:A||poly:B,DockQ,0.085
8ER5_1,global,tm_score,0.55715
8ERH_1,poly:A||poly:B,DockQ,0.474
8ERH_1,global,tm_score,0.71576
8ERW_1,poly:A||poly:B,DockQ,0.5
8ERW_1,global,tm_score,0.86046
8EXE_1,poly:A||poly:B,DockQ,0.014
8EXE_1,global,tm_score,0.61127
8F5Q_1,poly:A||poly:B,DockQ,0.854
8F5Q_1,global,tm_score,0.97262
8F6D_1,poly:A||poly:B,DockQ,0.034
8F6D_1,global,tm_score,0.501
8F71_1,poly:A||poly:B,DockQ,0.206
8F71_1,global,tm_score,0.6442
8F9X_1,poly:A||poly:B,DockQ,0.772
8F9X_1,global,tm_score,0.97072
8FBY_1,poly:A||poly:B,DockQ,0.558
8FBY_1,global,tm_score,0.76794
8FE6_1,poly:A||poly:B,DockQ,0.023
8FE6_1,global,tm_score,0.94806
8FE7_1,poly:A||poly:B,DockQ,0.03
8FE7_1,global,tm_score,0.94226
8FFT_1,poly:A||poly:B,DockQ,0.8
8FFT_1,global,tm_score,0.97176
8FIT_1,poly:A||poly:B,DockQ,0.069
8FIT_1,global,tm_score,0.8662
8FJD_1,poly:A||poly:B,DockQ,0.028
8FJD_1,global,tm_score,0.56402
8FJE_1,poly:A||poly:B,DockQ,0.009
8FJE_1,global,tm_score,0.48928
8FK3_1,poly:A||poly:B,DockQ,0.76
8FK3_1,global,tm_score,0.96315
8GN4_1,poly:A||poly:B,DockQ,0.658
8GN4_1,global,tm_score,0.87474
8GOI_1,poly:A||poly:B,DockQ,0.676
8GOI_1,global,tm_score,0.85855
8GT0_1,poly:A||poly:B,DockQ,0.67
8GT0_1,global,tm_score,0.94387
8GTJ_1,poly:A||poly:B,DockQ,0.183
8GTJ_1,global,tm_score,0.69274
8GU0_1,poly:A||poly:B,DockQ,0.009
8GU0_1,global,tm_score,0.5159
8GUO_1,poly:A||poly:B,DockQ,0.152
8GUO_1,global,tm_score,0.82777
8GVD_1,poly:A||poly:B,DockQ,0.336
8GVD_1,global,tm_score,0.96726
8GVL_1,poly:A||poly:B,DockQ,0.009
8GVL_1,global,tm_score,0.48008
8GXE_1,poly:A||poly:B,DockQ,0.014
8GXE_1,global,tm_score,0.55668
8GZ0_1,poly:A||poly:B,DockQ,0.044
8GZ0_1,global,tm_score,0.5491
8H0N_1,poly:A||poly:B,DockQ,0.672
8H0N_1,global,tm_score,0.94588
8H1I_1,poly:A||poly:B,DockQ,0.074
8H1I_1,global,tm_score,0.50119
8H1J_1,poly:A||poly:B,DockQ,0.086
8H1J_1,global,tm_score,0.61808
8H58_1,poly:A||poly:B,DockQ,0.604
8H58_1,global,tm_score,0.54904
8H62_1,poly:A||poly:B,DockQ,0.204
8H62_1,global,tm_score,0.78311
8H72_1,poly:A||poly:B,DockQ,0.011
8H72_1,global,tm_score,0.51802
8H7P_1,poly:A||poly:B,DockQ,0.83
8H7P_1,global,tm_score,0.97349
8HAV_1,poly:A||poly:B,DockQ,0.055
8HAV_1,global,tm_score,0.69942
8HBV_1,poly:A||poly:B,DockQ,0.005
8HBV_1,global,tm_score,0.66224
8HDD_1,poly:A||poly:B,DockQ,0.326
8HDD_1,global,tm_score,0.74678
8HF2_1,poly:A||poly:B,DockQ,0.499
8HF2_1,global,tm_score,0.90936
8HFC_1,poly:A||poly:B,DockQ,0.178
8HFC_1,global,tm_score,0.67757
8HG9_1,poly:A||poly:B,DockQ,0.004
8HG9_1,global,tm_score,0.46936
8HN2_1,poly:A||poly:B,DockQ,0.19
8HN2_1,global,tm_score,0.60211
8HPJ_1,poly:A||poly:B,DockQ,0.073
8HPJ_1,global,tm_score,0.72553
8HQT_1,poly:A||poly:B,DockQ,0.728
8HQT_1,global,tm_score,0.98484
8HQV_1,poly:A||poly:B,DockQ,0.648
8HQV_1,global,tm_score,0.98424
8HUD_1,poly:A||poly:B,DockQ,0.438
8HUD_1,global,tm_score,0.73256
7UX6_1,lig:SAH||poly:A,ligand_rmsd,0.6213748760116247
7UX6_1,global,tm_score,0.87757
8AJP_1,lig:SAH||poly:A,ligand_rmsd,0.5361540174097507
8AJP_1,global,tm_score,0.9605
8CTH_1,lig:SAH||poly:A,ligand_rmsd,0.7554782173716724
8CTH_1,global,tm_score,0.93783
8HD2_1,lig:SAH||poly:A,ligand_rmsd,1.906315738740367
8HD2_1,global,tm_score,0.84613
7UXA_1,poly:A||poly:E,DockQ,0.038
7UXA_1,global,tm_score,0.57202
8AMS_1,poly:A||poly:E,DockQ,0.624
8AMS_1,global,tm_score,0.56612
8DB4_1,poly:A||poly:E,DockQ,0.055
8DB4_1,global,tm_score,0.46126
8E2P_1,poly:A||poly:E,DockQ,0.214
8E2P_1,global,tm_score,0.94503
8EF9_1,poly:A||poly:E,DockQ,0.608
8EF9_1,global,tm_score,0.92307
8EFC_1,poly:A||poly:E,DockQ,0.271
8EFC_1,global,tm_score,0.89602
7UXA_1,poly:C||poly:E,DockQ,0.042
7UXA_1,global,tm_score,0.57202
8A0X_1,poly:C||poly:E,DockQ,0.086
8A0X_1,global,tm_score,0.51841
8BQ8_1,poly:C||poly:E,DockQ,0.011
8BQ8_1,global,tm_score,0.33958
8DB4_1,poly:C||poly:E,DockQ,0.097
8DB4_1,global,tm_score,0.60617
8FJB_1,poly:C||poly:E,DockQ,0.079
8FJB_1,global,tm_score,0.60917
8GOM_1,poly:C||poly:E,DockQ,0.525
8GOM_1,global,tm_score,0.9526
8GON_1,poly:C||poly:E,DockQ,0.525
8GON_1,global,tm_score,0.93855
8GT7_1,poly:C||poly:E,DockQ,0.01
8GT7_1,global,tm_score,0.53178
7UXA_1,poly:B||poly:E,DockQ,0.031
7UXA_1,global,tm_score,0.57202
8A0X_1,poly:B||poly:E,DockQ,0.45
8A0X_1,global,tm_score,0.63124
8DZJ_1,poly:B||poly:E,DockQ,0.008
8DZJ_1,global,tm_score,0.69058
8EML_1,poly:B||poly:E,DockQ,0.783
8EML_1,global,tm_score,0.96256
7UXA_1,poly:D||poly:E,DockQ,0.014
7UXA_1,global,tm_score,0.49576
8CSZ_1,poly:D||poly:E,DockQ,0.026
8CSZ_1,global,tm_score,0.49981
8DB4_1,poly:D||poly:E,DockQ,0.095
8DB4_1,global,tm_score,0.60617
8DLF_1,poly:D||poly:E,DockQ,0.202
8DLF_1,global,tm_score,0.51829
7UXD_1,lig:DDN||poly:A,ligand_rmsd,0.8188049603891607
7UXD_1,global,tm_score,0.93797
7UXD_1,lig:DDN||poly:B,ligand_rmsd,0.8188049603891607
7UXD_1,global,tm_score,0.93797
7UXJ_1,lig:WHL||poly:E,ligand_rmsd,1.2220382841208959
7UXJ_1,global,tm_score,0.96264
8EI5_1,lig:WHL||poly:E,ligand_rmsd,0.7586046523528766
8EI5_1,global,tm_score,0.62904
7UXM_1,lig:WHL||poly:D,ligand_rmsd,0.9253027161035307
7UXM_1,global,tm_score,0.93638
7UXS_1,lig:OJC||poly:B,ligand_rmsd,2.9272547669397397
7UXS_1,global,tm_score,0.57953
7UY2_1,lig:WHL||poly:C,ligand_rmsd,0.5310586771454058
7UY2_1,global,tm_score,0.94349
7UYJ_1,lig:WHL||poly:C,ligand_rmsd,1.2901171308949315
7UYJ_1,global,tm_score,0.91806
7UYK_1,lig:WHL||poly:C,ligand_rmsd,1.0175078567615237
7UYK_1,global,tm_score,0.62464
8EHZ_1,lig:WHL||poly:C,ligand_rmsd,1.110962927245678
8EHZ_1,global,tm_score,0.92575
8EI2_1,lig:WHL||poly:C,ligand_rmsd,1.0732702279215875
8EI2_1,global,tm_score,0.70442
8EI3_1,lig:WHL||poly:C,ligand_rmsd,
8EI3_1,global,tm_score,0.92377
8EI6_1,lig:WHL||poly:C,ligand_rmsd,1.0607119660869302
8EI6_1,global,tm_score,0.62115
8EI7_1,lig:WHL||poly:C,ligand_rmsd,0.8100811149861122
8EI7_1,global,tm_score,0.62772
8EI9_1,lig:WHL||poly:C,ligand_rmsd,0.9081415634611786
8EI9_1,global,tm_score,0.74746
8EIA_1,lig:WHL||poly:C,ligand_rmsd,1.177163928382838
8EIA_1,global,tm_score,0.74875
8EIB_1,lig:WHL||poly:C,ligand_rmsd,0.9803117926018668
8EIB_1,global,tm_score,0.74654
7UZ0_1,global,tm_score,0.60821
7UZ0_1,poly:A,tm_score,0.60821
7V09_1,global,tm_score,0.95784
7V09_1,poly:A,tm_score,0.95784
7XP7_1,global,tm_score,0.95766
7XP7_1,poly:A,tm_score,0.97079
7XP9_1,global,tm_score,0.52939
7XP9_1,poly:A,tm_score,0.52939
7XPZ_1,global,tm_score,0.93009
7XPZ_1,poly:A,tm_score,0.93009
7XQK_1,global,tm_score,0.9375
7XQK_1,poly:A,tm_score,0.95539
7XT3_1,global,tm_score,0.83675
7XT3_1,poly:A,tm_score,0.83675
7Y16_1,global,tm_score,0.90437
7Y16_1,poly:A,tm_score,0.91711
7Y58_1,global,tm_score,0.72957
7Y58_1,poly:A,tm_score,0.87979
7Y5R_1,global,tm_score,0.93877
7Y5R_1,poly:A,tm_score,0.93877
7Y6B_1,global,tm_score,0.95443
7Y6B_1,poly:A,tm_score,0.93545
7Y7O_1,global,tm_score,0.91499
7Y7O_1,poly:A,tm_score,0.91499
7Y9N_1,global,tm_score,0.89506
7Y9N_1,poly:A,tm_score,0.90281
7YDT_1,global,tm_score,0.94686
7YDT_1,poly:A,tm_score,0.94686
7YEO_1,global,tm_score,0.49436
7YEO_1,poly:A,tm_score,0.96686
7YKM_1,global,tm_score,0.93023
7YKM_1,poly:A,tm_score,0.93023
7YKN_1,global,tm_score,0.97776
7YKN_1,poly:A,tm_score,0.97776
7YLZ_1,global,tm_score,0.96681
7YLZ_1,poly:A,tm_score,0.96681
7YOA_1,global,tm_score,0.47895
7YOA_1,poly:A,tm_score,0.78302
7YPP_1,global,tm_score,0.95596
7YPP_1,poly:A,tm_score,0.94784
7YR6_1,global,tm_score,0.50798
7YR6_1,poly:A,tm_score,0.235
7YSI_1,global,tm_score,0.94196
7YSI_1,poly:A,tm_score,0.94196
7YT9_1,global,tm_score,0.63011
7YT9_1,poly:A,tm_score,0.63011
7YTW_1,global,tm_score,0.88113
7YTW_1,poly:A,tm_score,0.8991
7YW4_1,global,tm_score,0.93135
7YW4_1,poly:A,tm_score,0.93135
7ZRN_1,global,tm_score,0.57545
7ZRN_1,poly:A,tm_score,0.96586
7ZTB_1,global,tm_score,0.77725
7ZTB_1,poly:A,tm_score,0.77725
8A16_1,global,tm_score,0.90584
8A16_1,poly:A,tm_score,0.90584
8A24_1,global,tm_score,0.95353
8A24_1,poly:A,tm_score,0.95353
8A28_1,global,tm_score,0.55126
8A28_1,poly:A,tm_score,0.55126
8A8K_1,global,tm_score,0.95948
8A8K_1,poly:A,tm_score,0.95948
8AAJ_1,global,tm_score,0.7101
8AAJ_1,poly:A,tm_score,0.47117
8AGR_1,global,tm_score,0.9624
8AGR_1,poly:A,tm_score,0.9624
8AH9_1,global,tm_score,0.95732
8AH9_1,poly:A,tm_score,0.95732
8AJ7_1,global,tm_score,0.86641
8AJ7_1,poly:A,tm_score,0.86641
8AJP_1,global,tm_score,0.9605
8AJP_1,poly:A,tm_score,0.9605
8AMG_1,global,tm_score,0.36934
8AMG_1,poly:A,tm_score,0.29633
8AMO_1,global,tm_score,0.95654
8AMO_1,poly:A,tm_score,0.95654
8AMP_1,global,tm_score,0.94847
8AMP_1,poly:A,tm_score,0.94847
8AP3_1,global,tm_score,0.96778
8AP3_1,poly:A,tm_score,0.96622
8ARA_1,global,tm_score,0.84518
8ARA_1,poly:A,tm_score,0.94833
8AU6_1,global,tm_score,0.88853
8AU6_1,poly:A,tm_score,0.88853
8AXJ_1,global,tm_score,0.933
8AXJ_1,poly:A,tm_score,0.933
8AYR_1,global,tm_score,0.78951
8AYR_1,poly:A,tm_score,0.78951
8B1N_1,global,tm_score,0.68276
8B1N_1,poly:A,tm_score,0.70689
8B2E_1,global,tm_score,0.972
8B2E_1,poly:A,tm_score,0.972
8B2H_1,global,tm_score,0.969
8B2H_1,poly:A,tm_score,0.969
8B2M_1,global,tm_score,0.9035
8B2M_1,poly:A,tm_score,0.9035
8B4U_1,global,tm_score,0.96576
8B4U_1,poly:A,tm_score,0.96576
8B6E_1,global,tm_score,0.86495
8B6E_1,poly:A,tm_score,0.86495
8B6N_1,global,tm_score,0.98068
8B6N_1,poly:A,tm_score,0.98068
8B7S_1,global,tm_score,0.93451
8B7S_1,poly:A,tm_score,0.93451
8B9S_1,global,tm_score,0.90225
8B9S_1,poly:A,tm_score,0.96674
8BAD_1,global,tm_score,0.77241
8BAD_1,poly:A,tm_score,0.77241
8BAU_1,global,tm_score,0.89781
8BAU_1,poly:A,tm_score,0.89781
8BB6_1,global,tm_score,0.94897
8BB6_1,poly:A,tm_score,0.94897
8BBK_1,global,tm_score,0.96924
8BBK_1,poly:A,tm_score,0.96924
8BDK_1,global,tm_score,0.66918
8BDK_1,poly:A,tm_score,0.641
8BRY_1,global,tm_score,0.97284
8BRY_1,poly:A,tm_score,0.97462
8BS3_1,global,tm_score,0.97017
8BS3_1,poly:A,tm_score,0.96898
8BSA_1,global,tm_score,0.93835
8BSA_1,poly:A,tm_score,0.93835
8BTZ_1,global,tm_score,0.27324
8BTZ_1,poly:A,tm_score,0.27324
8BU0_1,global,tm_score,0.98112
8BU0_1,poly:A,tm_score,0.98112
8BUY_1,global,tm_score,0.91538
8BUY_1,poly:A,tm_score,0.90325
8BVE_1,global,tm_score,0.81532
8BVE_1,poly:A,tm_score,0.82712
8BVK_1,global,tm_score,0.58169
8BVK_1,poly:A,tm_score,0.88309
8BW6_1,global,tm_score,0.94956
8BW6_1,poly:A,tm_score,0.94956
8C0D_1,global,tm_score,0.54628
8C0D_1,poly:A,tm_score,0.75359
8C0J_1,global,tm_score,0.92302
8C0J_1,poly:A,tm_score,0.96023
8C3E_1,global,tm_score,0.92259
8C3E_1,poly:A,tm_score,0.92259
8C4D_1,global,tm_score,0.96951
8C4D_1,poly:A,tm_score,0.96951
8CUS_1,global,tm_score,0.95707
8CUS_1,poly:A,tm_score,0.97242
8CX3_1,global,tm_score,0.82158
8CX3_1,poly:A,tm_score,0.82158
8CXF_1,global,tm_score,0.12166
8CXF_1,poly:A,tm_score,0.07907
8DAY_1,global,tm_score,0.95865
8DAY_1,poly:A,tm_score,0.95871
8DEH_1,global,tm_score,0.76158
8DEH_1,poly:A,tm_score,0.76158
8DI1_1,global,tm_score,0.98233
8DI1_1,poly:A,tm_score,0.98233
8DKO_1,global,tm_score,0.92435
8DKO_1,poly:A,tm_score,0.97056
8DKS_1,global,tm_score,0.98319
8DKS_1,poly:A,tm_score,0.98319
8DL5_1,global,tm_score,0.96178
8DL5_1,poly:A,tm_score,0.96365
8DQK_1,global,tm_score,0.81517
8DQK_1,poly:A,tm_score,0.81517
8DS5_1,global,tm_score,0.82087
8DS5_1,poly:A,tm_score,0.88506
8DTE_1,global,tm_score,0.93491
8DTE_1,poly:A,tm_score,0.93491
8DV0_1,global,tm_score,0.9385
8DV0_1,poly:A,tm_score,0.9385
8DVQ_1,global,tm_score,0.95135
8DVQ_1,poly:A,tm_score,0.95135
8DWI_1,global,tm_score,0.96135
8DWI_1,poly:A,tm_score,0.96135
8DX0_1,global,tm_score,0.92744
8DX0_1,poly:A,tm_score,0.92744
8E0O_1,global,tm_score,0.96747
8E0O_1,poly:A,tm_score,0.95994
8E2W_1,global,tm_score,0.70074
8E2W_1,poly:A,tm_score,0.70074
8E4F_1,global,tm_score,0.95749
8E4F_1,poly:A,tm_score,0.95749
8E4T_1,global,tm_score,0.95134
8E4T_1,poly:A,tm_score,0.95134
8EDC_1,global,tm_score,0.77665
8EDC_1,poly:A,tm_score,0.77665
8EO5_1,global,tm_score,0.96183
8EO5_1,poly:A,tm_score,0.96183
8EOV_1,global,tm_score,0.96487
8EOV_1,poly:A,tm_score,0.96487
8ES6_1,global,tm_score,0.96438
8ES6_1,poly:A,tm_score,0.96438
8EV4_1,global,tm_score,0.94976
8EV4_1,poly:A,tm_score,0.94976
8EYU_1,global,tm_score,0.2432
8EYU_1,poly:A,tm_score,0.20304
8EZR_1,global,tm_score,0.92258
8EZR_1,poly:A,tm_score,0.95444
8EZW_1,global,tm_score,0.95878
8EZW_1,poly:A,tm_score,0.95878
8F43_1,global,tm_score,0.93825
8F43_1,poly:A,tm_score,0.93825
8F8N_1,global,tm_score,0.9426
8F8N_1,poly:A,tm_score,0.9426
8FBC_1,global,tm_score,0.95186
8FBC_1,poly:A,tm_score,0.95186
8FFT_1,global,tm_score,0.96077
8FFT_1,poly:A,tm_score,0.97895
8FIB_1,global,tm_score,0.94254
8FIB_1,poly:A,tm_score,0.94254
8FIT_1,global,tm_score,0.89082
8FIT_1,poly:A,tm_score,0.96182
8FJF_1,global,tm_score,0.9694
8FJF_1,poly:A,tm_score,0.9694
8FMB_1,global,tm_score,0.81296
8FMB_1,poly:A,tm_score,0.81296
8FNX_1,global,tm_score,0.93341
8FNX_1,poly:A,tm_score,0.93341
8GMX_1,global,tm_score,0.48637
8GMX_1,poly:A,tm_score,0.48637
8GR2_1,global,tm_score,0.94802
8GR2_1,poly:A,tm_score,0.94802
8GR5_1,global,tm_score,0.94585
8GR5_1,poly:A,tm_score,0.94585
8GSR_1,global,tm_score,0.95821
8GSR_1,poly:A,tm_score,0.95992
8GSX_1,global,tm_score,0.59455
8GSX_1,poly:A,tm_score,0.59455
8GVL_1,global,tm_score,0.47832
8GVL_1,poly:A,tm_score,0.93607
8GY0_1,global,tm_score,0.56128
8GY0_1,poly:A,tm_score,0.91492
8H1I_1,global,tm_score,0.52612
8H1I_1,poly:A,tm_score,0.62472
8H3I_1,global,tm_score,0.94253
8H3I_1,poly:A,tm_score,0.94253
8H4P_1,global,tm_score,0.92375
8H4P_1,poly:A,tm_score,0.90415
8H5D_1,global,tm_score,0.93218
8H5D_1,poly:A,tm_score,0.93218
8H6R_1,global,tm_score,0.92459
8H6R_1,poly:A,tm_score,0.92459
8H70_1,global,tm_score,0.94962
8H70_1,poly:A,tm_score,0.94962
8HB1_1,global,tm_score,0.10693
8HB1_1,poly:A,tm_score,0.15476
8HB8_1,global,tm_score,0.22739
8HB8_1,poly:A,tm_score,0.22739
8HBV_1,global,tm_score,0.65109
8HBV_1,poly:A,tm_score,0.885
8HCZ_1,global,tm_score,0.96353
8HCZ_1,poly:A,tm_score,0.96353
8HE1_1,global,tm_score,0.9644
8HE1_1,poly:A,tm_score,0.9644
8HF2_1,global,tm_score,0.91974
8HF2_1,poly:A,tm_score,0.83887
8HJA_1,global,tm_score,0.72616
8HJA_1,poly:A,tm_score,0.73547
8HNB_1,global,tm_score,0.78886
8HNB_1,poly:A,tm_score,0.78886
8HYK_1,global,tm_score,0.92211
8HYK_1,poly:A,tm_score,0.92211
8HZZ_1,global,tm_score,0.91062
8HZZ_1,poly:A,tm_score,0.91062
8FZA_1,global,tm_score,0.15627
8FZA_1,poly:A,tm_score,0.15627
8UYE_1,global,tm_score,0.22027
8UYE_1,poly:A,tm_score,0.22027
8UYG_1,global,tm_score,0.22915
8UYG_1,poly:A,tm_score,0.22915
8UYJ_1,global,tm_score,0.20641
8UYJ_1,poly:A,tm_score,0.20641
8UYS_1,global,tm_score,0.3259
8UYS_1,poly:A,tm_score,0.3259
7UZO_1,lig:XCP||poly:B,ligand_rmsd,0.5585946036706766
7UZO_1,global,tm_score,0.86837
7UZO_1,lig:XCP||poly:A,ligand_rmsd,0.5585946036706766
7UZO_1,global,tm_score,0.86837
7XP7_1,lig:FAD||poly:A,ligand_rmsd,0.6106278928978812
7XP7_1,global,tm_score,0.95766
7XPI_1,lig:FAD||poly:A,ligand_rmsd,0.4210350137817384
7XPI_1,global,tm_score,0.4582
7YC7_1,lig:FAD||poly:A,ligand_rmsd,0.6375871591176363
7YC7_1,global,tm_score,0.96361
7YKN_1,lig:FAD||poly:A,ligand_rmsd,0.8032357814278676
7YKN_1,global,tm_score,0.97776
7ZZK_1,lig:FAD||poly:A,ligand_rmsd,0.6420680653684918
7ZZK_1,global,tm_score,0.95434
8B7S_1,lig:FAD||poly:A,ligand_rmsd,0.9086859440453893
8B7S_1,global,tm_score,0.93451
8DIK_1,lig:FAD||poly:A,ligand_rmsd,5.008391263763585
8DIK_1,global,tm_score,0.91707
8DKO_1,lig:FAD||poly:A,ligand_rmsd,0.9908248627680094
8DKO_1,global,tm_score,0.92435
8EEF_1,lig:FAD||poly:A,ligand_rmsd,0.40440131384740763
8EEF_1,global,tm_score,0.91805
7XQ5_1,poly:B||poly:D,DockQ,0.813
7XQ5_1,global,tm_score,0.85986
7YI8_1,poly:B||poly:D,DockQ,0.265
7YI8_1,global,tm_score,0.72074
8A0W_1,poly:B||poly:D,DockQ,0.685
8A0W_1,global,tm_score,0.92723
8A3J_1,poly:B||poly:D,DockQ,0.897
8A3J_1,global,tm_score,0.9413
8AMS_1,poly:B||poly:D,DockQ,0.795
8AMS_1,global,tm_score,0.55382
8BS7_1,poly:B||poly:D,DockQ,0.514
8BS7_1,global,tm_score,0.67527
8CYF_1,poly:B||poly:D,DockQ,0.026
8CYF_1,global,tm_score,0.93116
8EIR_1,poly:B||poly:D,DockQ,0.725
8EIR_1,global,tm_score,0.99215
8EJP_1,poly:B||poly:D,DockQ,0.652
8EJP_1,global,tm_score,0.50687
8F8W_1,poly:B||poly:D,DockQ,0.008
8F8W_1,global,tm_score,0.59553
8GOI_1,poly:B||poly:D,DockQ,0.338
8GOI_1,global,tm_score,0.85855
8H7A_1,poly:B||poly:D,DockQ,0.15
8H7A_1,global,tm_score,0.54739
8HIO_1,poly:B||poly:D,DockQ,0.004
8HIO_1,global,tm_score,0.43667
8HML_1,poly:B||poly:D,DockQ,0.029
8HML_1,global,tm_score,0.91716
7XQ5_1,poly:A||poly:D,DockQ,0.803
7XQ5_1,global,tm_score,0.8725
7YUK_1,poly:A||poly:D,DockQ,0.045
7YUK_1,global,tm_score,0.86759
7ZTH_1,poly:A||poly:D,DockQ,0.076
7ZTH_1,global,tm_score,0.97092
8A44_1,poly:A||poly:D,DockQ,0.005
8A44_1,global,tm_score,0.59867
8AAN_1,poly:A||poly:D,DockQ,0.084
8AAN_1,global,tm_score,0.92123
8AMU_1,poly:A||poly:D,DockQ,0.012
8AMU_1,global,tm_score,0.36614
8BAR_1,poly:A||poly:D,DockQ,0.081
8BAR_1,global,tm_score,0.88989
8CTA_1,poly:A||poly:D,DockQ,0.017
8CTA_1,global,tm_score,0.70658
8CYF_1,poly:A||poly:D,DockQ,0.026
8CYF_1,global,tm_score,0.93116
8DC2_1,poly:A||poly:D,DockQ,0.136
8DC2_1,global,tm_score,0.35676
8DW1_1,poly:A||poly:D,DockQ,0.74
8DW1_1,global,tm_score,0.92382
8DZJ_1,poly:A||poly:D,DockQ,0.388
8DZJ_1,global,tm_score,0.70081
8E0F_1,poly:A||poly:D,DockQ,0.605
8E0F_1,global,tm_score,0.93573
8E4X_1,poly:A||poly:D,DockQ,0.47
8E4X_1,global,tm_score,0.9202
8EJO_1,poly:A||poly:D,DockQ,0.036
8EJO_1,global,tm_score,0.50985
8EX9_1,poly:A||poly:D,DockQ,0.014
8EX9_1,global,tm_score,0.93666
8FIK_1,poly:A||poly:D,DockQ,0.055
8FIK_1,global,tm_score,0.96739
8FIL_1,poly:A||poly:D,DockQ,0.3
8FIL_1,global,tm_score,0.9398
8GN3_1,poly:A||poly:D,DockQ,0.471
8GN3_1,global,tm_score,0.78692
8GWJ_1,poly:A||poly:D,DockQ,0.831
8GWJ_1,global,tm_score,0.98726
8GWS_1,poly:A||poly:D,DockQ,0.921
8GWS_1,global,tm_score,0.98708
8H0L_1,poly:A||poly:D,DockQ,0.047
8H0L_1,global,tm_score,0.85566
8H1J_1,poly:A||poly:D,DockQ,0.492
8H1J_1,global,tm_score,0.52046
8HIG_1,poly:A||poly:D,DockQ,0.016
8HIG_1,global,tm_score,0.94521
8HUD_1,poly:A||poly:D,DockQ,0.422
8HUD_1,global,tm_score,0.77735
7XRP_1,lig:NAG||poly:B,ligand_rmsd,0.3417148790606407
7XRP_1,global,tm_score,0.38119
7Y4X_1,lig:NAG||poly:B,ligand_rmsd,4.629377322291073
7Y4X_1,global,tm_score,0.85672
7YRO_1,lig:NAG||poly:B,ligand_rmsd,
7YRO_1,global,tm_score,0.39546
7ZTN_1,lig:NAG||poly:B,ligand_rmsd,2.244514084861768
7ZTN_1,global,tm_score,0.90478
7ZXK_1,lig:NAG||poly:B,ligand_rmsd,
7ZXK_1,global,tm_score,0.59543
8DC5_1,lig:NAG||poly:B,ligand_rmsd,5.537392678547239
8DC5_1,global,tm_score,0.23932
8DFW_1,lig:NAG||poly:B,ligand_rmsd,0.30069598315526985
8DFW_1,global,tm_score,0.45601
8DMK_1,lig:NAG||poly:B,ligand_rmsd,0.33535642126805076
8DMK_1,global,tm_score,0.32619
8EGW_1,lig:NAG||poly:B,ligand_rmsd,0.8181612162124814
8EGW_1,global,tm_score,0.35941
8EM2_1,lig:NAG||poly:B,ligand_rmsd,17.688659064839907
8EM2_1,global,tm_score,0.52151
8ENT_1,lig:NAG||poly:B,ligand_rmsd,
8ENT_1,global,tm_score,0.86144
8GZ3_1,lig:NAG||poly:B,ligand_rmsd,
8GZ3_1,global,tm_score,0.52751
8HC0_1,lig:NAG||poly:B,ligand_rmsd,0.3900702244468299
8HC0_1,global,tm_score,0.73091
8HC6_1,lig:NAG||poly:B,ligand_rmsd,0.27235354517874333
8HC6_1,global,tm_score,0.43545
8HTT_1,lig:NAG||poly:B,ligand_rmsd,2.3126837519273042
8HTT_1,global,tm_score,0.67352
7XUR_1,poly:A||poly:Y,DockQ,0.011
7XUR_1,global,tm_score,0.29277
8CSH_1,poly:A||poly:Y,DockQ,0.175
8CSH_1,global,tm_score,0.51057
8E3D_1,poly:A||poly:Y,DockQ,0.542
8E3D_1,global,tm_score,0.78202
8E3E_1,poly:A||poly:Y,DockQ,0.63
8E3E_1,global,tm_score,0.87258
7XUR_1,poly:A||poly:X,DockQ,0.011
7XUR_1,global,tm_score,0.29277
8E3D_1,poly:A||poly:X,DockQ,0.543
8E3D_1,global,tm_score,0.78202
8E3E_1,poly:A||poly:X,DockQ,0.629
8E3E_1,global,tm_score,0.87258
7XUR_1,poly:B||poly:Y,DockQ,0.009
7XUR_1,global,tm_score,0.3102
8A8J_1,poly:B||poly:Y,DockQ,0.033
8A8J_1,global,tm_score,0.95817
7XUR_1,poly:B||poly:X,DockQ,0.022
7XUR_1,global,tm_score,0.3102
