target_id,ligand_rmsd,pocket_rmsd,rmsd_≤_2å,rmsd_≤_5å,protein_tm_score,protein_rmsd,sanitization,all_atoms_connected,molecular_formula,molecular_bonds,double_bond_stereochemistry,tetrahedral_chirality,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,double_bond_flatness,internal_energy,protein-ligand_maximum_distance,minimum_distance_to_protein,minimum_distance_to_organic_cofactors,minimum_distance_to_inorganic_cofactors,minimum_distance_to_waters,volume_overlap_with_protein,volume_overlap_with_organic_cofactors,volume_overlap_with_inorganic_cofactors,volume_overlap_with_waters
7R59_I5F,0.2851524113387571,0.609,True,True,0.98042,0.97,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7R6J_2I7,2.9239937120108155,2.316,False,True,0.42275,5.79,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7R7R_AWJ,0.31785055712813637,0.797,True,True,0.97663,1.38,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7R9N_F97,1.7927689762649468,1.326,True,True,0.96994,1.51,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7RC3_SAH,0.5150546614008745,0.741,True,True,0.95221,1.71,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7RH3_59O,0.38299964060803293,0.319,True,True,0.99485,0.32,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7RKW_5TV,0.7311392212157681,0.85,True,True,0.97707,1.19,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7RNI_60I,0.5255123665712876,0.799,True,True,0.97075,1.63,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7ROR_69X,0.5829362753705218,0.86,True,True,0.95622,1.81,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7ROU_66I,0.6067538367917736,1.214,True,True,0.97073,1.28,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7RSV_7IQ,1.8939936590442954,1.315,True,True,0.48991,3.6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7RWS_4UR,1.2016880502951766,1.036,True,True,0.94945,1.67,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7RZL_NPO,1.4410241514284208,1.058,True,True,0.96818,1.01,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7SCW_GSP,0.20583575673337248,0.645,True,True,0.96186,1.56,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7SDD_4IP,1.4270279833826467,3.009,True,True,0.92969,1.98,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
7SFO_98L,1.5208622216361347,1.043,True,True,0.97623,1.26,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7SIU_9ID,2.423909171552326,2.524,False,True,0.58004,5.49,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7SUC_COM,1.4321337936300313,1.432,True,True,0.10807,12.15,True,True,True,True,True,True,False,False,True,True,True,False,True,False,True,True,True,False,True,True,True
7SZA_DUI,1.5350381990361028,1.118,True,True,0.49422,1.39,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7T0D_FPP,0.6364257707436632,0.871,True,True,0.96603,2.02,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7T1D_E7K,0.8166173057911812,1.184,True,True,0.82478,4.12,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7T3E_SLB,1.4941733600891165,1.187,True,True,0.51103,3.17,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7TB0_UD1,3.3888887294759655,2.391,False,True,0.33884,6.91,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7TBU_S3P,1.992088292314123,3.496,True,True,0.44387,3.4,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7TE8_P0T,4.831240816133911,3.103,False,True,0.43561,6.67,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7TH4_FFO,2.4056565236346357,1.969,False,True,0.98039,1.24,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7THI_PGA,1.6836176908339042,0.957,True,True,0.9752,1.29,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7TM6_GPJ,1.1737529122434585,1.049,True,True,0.49276,1.25,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7TOM_5AD,0.8860419142957568,1.503,True,True,0.94305,2.24,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7TS6_KMI,8.424060585608345,25.16,False,False,0.12446,10.94,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False
7TSF_H4B,0.3260699897802534,0.479,True,True,0.98728,1.11,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7TUO_KL9,11.79587448275879,6.183,False,False,0.94627,1.72,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7TXK_LW8,1.5181105794155225,1.474,True,True,0.47891,1.63,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7TYP_KUR,1.5483256433443962,1.095,True,True,0.87271,2.4,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7U0U_FK5,0.6077947275825887,0.585,True,True,0.89295,2.42,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7U3J_L6U,0.4863924850094666,0.522,True,True,0.97849,0.73,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7UAS_MBU,0.7533337582041573,0.714,True,True,0.49531,1.04,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7UAW_MF6,7.994573712391246,15.597,False,False,0.37279,3.42,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7UJ4_OQ4,1.3899348404446226,1.428,True,True,0.92127,3.05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7UJ5_DGL,1.126498505547167,0.898,True,True,0.48519,1.89,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7UJF_R3V,3.198981450839079,7.454,False,True,0.44992,1.82,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7ULC_56B,1.820823369198173,1.829,True,True,0.48185,2.24,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
7UMW_NAD,0.5560263967327772,0.748,True,True,0.98018,1.1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7UQ3_O2U,0.4245375307319713,0.51,True,True,0.9847,0.7,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7USH_82V,0.5963315943203207,0.733,True,True,0.9933,0.32,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7UTW_NAI,0.5161068405951333,0.939,True,True,0.96373,1.84,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7UXS_OJC,2.316614665596578,2.153,False,True,0.56327,4.63,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7UY4_SMI,1.0493410632789195,1.06,True,True,0.60486,4.4,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7UYB_OK0,0.607947276470371,0.718,True,True,0.99039,0.56,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7V14_ORU,0.29997929976202414,0.342,True,True,0.99195,0.52,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7V3N_AKG,0.34328042618244725,0.521,True,True,0.9682,1.44,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7V3S_5I9,0.4442925127009289,0.7,True,True,0.96985,1.16,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7V43_C4O,0.2840233551136249,0.795,True,True,0.98691,0.87,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7VB8_STL,0.5536805524105454,1.097,True,True,0.91634,2.85,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7VBU_6I4,0.43881889403796925,0.507,True,True,0.9626,1.33,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7VC5_9SF,0.6434152787345748,0.993,True,True,0.95937,1.82,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7VKZ_NOJ,1.3725586895880395,2.049,True,True,0.84746,5.14,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7VQ9_ISY,2.14858061054269,1.331,False,True,0.95502,1.56,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7VWF_K55,0.5471860993050973,0.821,True,True,0.97034,1.43,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7VYJ_CA0,1.2353080109523613,1.577,True,True,0.86025,4.85,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7W05_GMP,0.3160172202586435,0.356,True,True,0.9714,0.69,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7W06_ITN,1.0750006155037002,0.919,True,True,0.94477,1.29,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7WCF_ACP,0.7186030983117356,0.799,True,True,0.95891,1.57,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7WDT_NGS,1.850286230631131,1.683,True,True,0.75479,3.77,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
7WJB_BGC,0.761434138101692,1.776,True,True,0.86634,3.83,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7WKL_CAQ,2.592498002892191,1.455,False,True,0.59891,5.85,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7WL4_JFU,1.290434045537529,0.964,True,True,0.27689,3.58,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7WPW_F15,0.7810516831584869,0.551,True,True,0.99167,0.39,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7WQQ_5Z6,0.38376486049161457,1.086,True,True,0.97782,1.05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7WUX_6OI,3.071287705507252,3.721,False,True,0.35975,5.1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7WUY_76N,1.0461715597039207,1.042,True,True,0.85561,4.3,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7WY1_D0L,2.151643229469764,1.518,False,True,0.53742,4.47,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
7X5N_5M5,1.0000019071648485,1.112,True,True,0.97861,1.48,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7X9K_8OG,0.4607137899498995,0.968,True,True,0.96842,0.83,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7XBV_APC,1.1268119853474141,1.011,True,True,0.97882,1.09,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7XFA_D9J,0.3736496937755156,0.996,True,True,0.99552,0.29,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7XG5_PLP,0.5401910992880206,0.713,True,True,0.96744,1.9,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7XI7_4RI,0.2736961609157133,0.443,True,True,0.98939,0.53,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7XJN_NSD,1.7605315728179625,1.024,True,True,0.37249,8.64,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7XPO_UPG,0.6580210782675922,0.776,True,True,0.9561,1.66,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7XQZ_FPF,3.306742364382203,3.951,False,True,0.78217,4.66,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7XRL_FWK,4.123431551830535,18.675,False,True,0.12717,11.86,True,True,True,True,True,True,False,False,False,False,True,False,True,False,True,True,True,False,True,True,True
7YZU_DO7,0.4883177941924703,0.785,True,True,0.9773,1.09,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7Z1Q_NIO,0.33239465499112153,1.104,True,True,0.96373,1.19,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7Z2O_IAJ,0.8080125918396499,0.663,True,True,0.97823,0.89,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7Z7F_IF3,0.48082916330617287,0.669,True,True,0.49154,0.88,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7ZCC_OGA,1.6798498870434813,1.148,True,True,0.49958,4.91,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7ZDY_6MJ,1.5409942944263426,1.526,True,True,0.90318,4.05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7ZF0_DHR,21.408555390544223,52.918,False,False,0.17614,7.25,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7ZHP_IQY,0.4009904593859025,0.811,True,True,0.9872,0.72,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7ZL5_IWE,0.777268369522953,0.633,True,True,0.49678,1.35,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7ZOC_T8E,0.7917345657899921,0.802,True,True,0.97986,1.05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7ZTL_BCN,1.1966675990964548,1.197,True,True,0.97916,0.93,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7ZU2_DHT,0.26475589116157877,0.401,True,True,0.98568,0.72,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7ZXV_45D,0.736896558289593,0.946,True,True,0.97106,1.18,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7ZZW_KKW,1.6426990397429513,1.062,True,True,0.35278,3.23,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
8A1H_DLZ,0.8729244369409618,0.884,True,True,0.96583,1.55,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8A2D_KXY,0.9785918591193645,1.213,True,True,0.93027,1.91,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8AAU_LH0,0.5593344643082195,1.199,True,True,0.97399,1.26,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8AEM_LVF,2.8357916030896644,1.369,False,True,0.98421,0.87,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8AIE_M7L,0.8764481817069338,0.881,True,True,0.97751,1.26,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8AP0_PRP,0.7806751233271225,1.117,True,True,0.9785,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8AQL_PLG,4.773869514921832,17.175,False,True,0.12532,12.0,True,True,True,True,True,True,False,False,True,False,True,False,True,False,True,True,True,False,True,True,True
8AUH_L9I,1.4322010156018283,0.892,True,True,0.97643,1.53,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8AY3_OE3,0.5140984096454692,0.622,True,True,0.97938,1.26,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8B8H_OJQ,0.6255677294193722,0.932,True,True,0.9519,2.14,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8BOM_QU6,0.41026516303483584,0.622,True,True,0.97139,1.21,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8BTI_RFO,0.5467154945673285,0.753,True,True,0.97925,1.11,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8C3N_ADP,0.6856883094947568,1.946,True,True,0.9105,2.16,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8C5M_MTA,0.5714319421418443,0.75,True,True,0.94811,1.85,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8CNH_V6U,3.631814871878796,2.047,False,True,0.96285,1.59,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8CSD_C5P,0.6403404674746975,0.846,True,True,0.48263,2.18,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8D19_GSH,2.7640786177314127,1.985,False,True,0.49409,1.73,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8D39_QDB,0.3398455938320502,0.946,True,True,0.98539,0.88,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8D5D_5DK,0.7055937260890977,1.319,True,True,0.9556,2.32,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8DHG_T78,0.31776178903610913,0.515,True,True,0.98349,0.9,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8DKO_TFB,1.992027554716551,1.022,True,True,0.88549,3.59,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8DP2_UMA,3.176907384645049,2.249,False,True,0.93371,2.21,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8DSC_NCA,0.8860627072115785,0.797,True,True,0.96137,2.11,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8EAB_VN2,1.1452880789013171,1.331,True,True,0.9364,1.59,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8EX2_Q2Q,4.392907662926686,2.588,False,True,0.98356,0.81,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8EXL_799,1.128185544684602,1.303,True,True,0.89164,3.55,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8EYE_X4I,0.8051121365525691,1.127,True,True,0.95862,2.12,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8F4J_PHO,16.7992014672108,11.881,False,False,0.92277,2.15,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8F8E_XJI,4.8403762654043385,3.55,False,True,0.49805,3.09,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8FAV_4Y5,1.8584856275685286,6.152,True,True,0.46204,1.58,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8FLV_ZB9,0.4475766722989559,1.008,True,True,0.9876,0.68,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8FO5_Y4U,1.9137761747547242,1.988,True,True,0.35061,3.59,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8G0V_YHT,5.889843396083177,15.326,False,False,0.1234,12.31,True,True,True,True,True,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,True
8G6P_API,8.11626622838359,4.871,False,False,0.93677,2.22,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8GFD_ZHR,4.486006798281827,2.906,False,True,0.83441,3.86,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8HFN_XGC,1.354753250442062,1.635,True,True,0.96076,1.56,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8HO0_3ZI,0.93502487983427,0.731,True,True,0.98772,0.8,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8SLG_G5A,0.6306509476547051,1.857,True,True,0.8793,4.09,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
